ROWID,Calendar Day,Type of power generation,Monitored capacity,Capacity under long outage,New capacity under stabilization or completion of balance works,Capacity of power generation from prime movers (pm),Capacity of power generation from fuel oil (fo),Capacity of power generation from other sources,Total capacity of power generation from all sources,Capacity outage as percent of monitered,Operational capacity of power generation,Gross sum of maximum power generated,Net sum of maximum power generated,Maximum power output as percentage of capacity on line,Percentage of monitered maximum power output
1999,2017-10-06,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6655,2017-10-06,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9250.66,9330.66,37.13,15800.22,11658.88,11425.7,72.31,45.46
9328,2017-10-06,Thermal_Coal Lignite,193426.5,5329.0,12690.0,8499.0,49110.5,0.0,57609.5,29.78,135817.0,144077.19,131110.24,96.53,67.78
8705,2017-10-06,Hydro,44765.42,1098.9,,851.15,1385.0,933.5,3169.65,7.08,41595.77,31951.54,31632.02,76.05,70.66
3038,2017-10-06,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4882.2,4320.75,95.17,63.73
2000,2017-10-07,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3039,2017-10-07,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4887.0,4324.99,95.26,63.79
8676,2017-10-07,Hydro,44765.42,1098.9,,836.15,1485.0,1210.5,3531.65,7.89,41233.77,32441.65,32117.23,77.89,71.75
6661,2017-10-07,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9217.16,9297.16,36.99,15833.72,11661.79,11428.55,72.18,45.48
9246,2017-10-07,Thermal_Coal Lignite,193426.5,5329.0,12690.0,7909.0,51180.5,0.0,59089.5,30.55,134337.0,142762.67,129914.03,96.71,67.16
9250,2017-10-08,Thermal_Coal Lignite,193426.5,5329.0,12690.0,7559.0,51453.0,0.0,59012.0,30.51,134414.5,141234.81,128523.68,95.62,66.45
2001,2017-10-08,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8645,2017-10-08,Hydro,44765.42,1098.9,,886.15,1663.5,1269.5,3819.15,8.53,40946.27,31600.59,31284.58,76.4,69.89
3040,2017-10-08,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4885.2,4323.4,95.23,63.77
6654,2017-10-08,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9255.39,9335.39,37.15,15795.49,11442.42,11213.57,70.99,44.62
3041,2017-10-09,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4884.0,4322.34,95.21,63.75
2002,2017-10-09,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9292,2017-10-09,Thermal_Coal Lignite,193426.5,5329.0,12690.0,7559.0,50550.5,0.0,58109.5,30.04,135317.0,141180.21,128473.99,94.94,66.42
6640,2017-10-09,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9325.04,9405.04,37.42,15725.84,11933.45,11694.78,74.37,46.54
8683,2017-10-09,Hydro,44765.42,1098.9,,866.15,1479.0,1115.5,3460.65,7.73,41304.77,33332.72,32999.39,79.89,73.72
9207,2017-10-10,Thermal_Coal Lignite,193426.5,5449.0,12690.0,6899.0,52775.5,0.0,59674.5,30.85,133752.0,139813.87,127230.62,95.12,65.78
2003,2017-10-10,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6581,2017-10-10,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9442.04,9522.04,37.89,15608.84,11296.93,11070.99,70.93,44.05
3042,2017-10-10,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4883.0,4321.45,95.19,63.74
8661,2017-10-10,Hydro,44765.42,1098.9,,884.15,1716.5,1107.5,3708.15,8.28,41057.27,33994.25,33654.31,81.97,75.18
2004,2017-10-11,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3043,2017-10-11,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4807.0,4254.19,93.7,62.75
9224,2017-10-11,Thermal_Coal Lignite,193426.5,5569.0,12690.0,6494.0,52913.0,0.0,59407.0,30.71,134019.5,139644.4,127076.4,94.82,65.7
6561,2017-10-11,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9479.84,9559.84,38.04,15571.04,11621.77,11389.33,73.14,45.32
8688,2017-10-11,Hydro,44765.42,1098.9,,871.65,1510.0,1015.75,3397.4,7.59,41368.02,33565.34,33229.69,80.33,74.23
3044,2017-10-12,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4803.03,4250.68,93.63,62.69
8644,2017-10-12,Hydro,44765.42,1098.9,,1001.65,1461.0,1360.5,3823.15,8.54,40942.27,32765.39,32437.74,79.23,72.46
6584,2017-10-12,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9430.14,9510.14,37.84,15620.74,11101.1,10879.08,69.65,43.29
2005,2017-10-12,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9336,2017-10-12,Thermal_Coal Lignite,193426.5,5569.0,12690.0,6244.0,51138.0,0.0,57382.0,29.67,136044.5,140271.54,127647.1,93.83,65.99
2006,2017-10-13,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3045,2017-10-13,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4837.83,4281.48,94.31,63.15
6656,2017-10-13,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9248.89,9328.89,37.12,15801.99,12255.69,12010.58,76.01,47.79
9092,2017-10-13,Thermal_Coal Lignite,193426.5,5569.0,12690.0,6454.0,55093.0,0.0,61547.0,31.82,131879.5,142204.45,129406.05,98.12,66.9
8355,2017-10-13,Hydro,44765.42,1138.9,,886.65,2580.5,1400.42,4867.57,10.87,39897.85,31888.03,31569.15,79.12,70.52
3046,2017-10-14,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4836.86,4280.62,94.29,63.14
2007,2017-10-14,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9261,2017-10-14,Thermal_Coal Lignite,193426.5,5569.0,12690.0,5794.0,52923.0,0.0,58717.0,30.36,134709.5,142713.86,129869.61,96.41,67.14
6667,2017-10-14,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9198.16,9278.16,36.92,15852.72,12008.8,11768.62,74.24,46.83
8673,2017-10-14,Hydro,44765.42,1138.9,,886.65,1471.0,1195.75,3553.4,7.94,41212.02,32304.69,31981.64,77.6,71.44
8630,2017-10-15,Hydro,44765.42,1138.9,,886.65,1591.0,1398.75,3876.4,8.66,40889.02,31357.07,31043.5,75.92,69.35
6653,2017-10-15,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9259.26,9339.26,37.16,15791.62,10884.82,10667.12,67.55,42.45
2008,2017-10-15,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3047,2017-10-15,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4809.83,4256.7,93.76,62.78
9073,2017-10-15,Thermal_Coal Lignite,193426.5,5569.0,12690.0,6294.0,55590.5,0.0,61884.5,31.99,131542.0,137058.93,124723.63,94.82,64.48
6659,2017-10-16,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9223.66,9303.66,37.02,15827.22,10802.95,10586.89,66.89,42.13
2009,2017-10-16,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3048,2017-10-16,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4909.83,4345.2,95.71,64.09
9066,2017-10-16,Thermal_Coal Lignite,193426.5,5569.0,12690.0,5794.0,56328.0,0.0,62122.0,32.12,131304.5,141456.88,128725.76,98.04,66.55
8583,2017-10-16,Hydro,44765.42,1138.9,,886.65,1783.5,1473.75,4143.9,9.26,40621.52,30313.01,30009.88,73.88,67.04
8618,2017-10-17,Hydro,44765.42,1138.9,,886.65,1794.0,1269.75,3950.4,8.82,40815.02,31462.48,31147.86,76.31,69.58
6516,2017-10-17,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9676.16,9756.16,38.82,15374.72,12293.57,12047.7,78.36,47.94
9315,2017-10-17,Thermal_Coal Lignite,193426.5,5569.0,12690.0,5794.0,52003.0,0.0,57797.0,29.88,135629.5,144249.63,131267.16,96.78,67.86
2010,2017-10-17,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3049,2017-10-17,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4909.83,4345.2,95.71,64.09
2011,2017-10-18,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3050,2017-10-18,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4856.83,4298.29,94.68,63.4
9370,2017-10-18,Thermal_Coal Lignite,193426.5,5569.0,12690.0,5794.0,51100.5,0.0,56894.5,29.41,136532.0,143782.46,130842.04,95.83,67.64
6642,2017-10-18,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9321.66,9401.66,37.41,15729.22,11439.1,11210.32,71.27,44.61
8640,2017-10-18,Hydro,44765.42,1138.9,,886.65,1531.0,1415.15,3832.8,8.56,40932.62,29951.99,29652.47,72.44,66.24
3051,2017-10-19,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4856.83,4298.29,94.68,63.4
6643,2017-10-19,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9321.66,9401.66,37.41,15729.22,9736.9,9542.16,60.67,37.97
8615,2017-10-19,Hydro,44765.42,1138.9,,886.65,1585.0,1496.15,3967.8,8.86,40797.62,30576.6,30270.83,74.2,67.62
2012,2017-10-19,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9192,2017-10-19,Thermal_Coal Lignite,193426.5,5569.0,12690.0,5794.0,54160.5,0.0,59954.5,31.0,133472.0,138821.39,126327.46,94.65,65.31
6652,2017-10-20,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9274.66,9354.66,37.22,15776.22,7035.51,6894.8,43.7,27.44
8510,2017-10-20,Hydro,44765.42,1138.9,,886.65,1693.0,1840.92,4420.57,9.87,40344.85,29894.49,29595.55,73.36,66.11
3052,2017-10-20,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4850.83,4292.98,94.56,63.32
2013,2017-10-20,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8894,2017-10-20,Thermal_Coal Lignite,193426.5,5569.0,12690.0,4994.0,60785.5,0.0,65779.5,34.01,127647.0,136132.96,123880.99,97.05,64.05
6609,2017-10-21,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9377.89,9457.89,37.63,15672.99,6985.03,6845.33,43.68,27.24
8580,2017-10-21,Hydro,44765.42,1138.9,,886.65,1725.5,1539.25,4151.4,9.27,40614.02,29425.11,29130.86,71.73,65.07
8813,2017-10-21,Thermal_Coal Lignite,193426.5,5569.0,12690.0,4994.0,64290.5,0.0,69284.5,35.82,124142.0,131405.74,119579.22,96.32,61.82
2014,2017-10-21,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3053,2017-10-21,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4849.83,4292.1,94.54,63.31
2015,2017-10-22,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6610,2017-10-22,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9377.89,9457.89,37.63,15672.99,6859.29,6722.1,42.89,26.75
8848,2017-10-22,Thermal_Coal Lignite,193426.5,5569.0,12690.0,4494.0,62923.0,0.0,67417.0,34.85,126009.5,130453.25,118712.46,94.21,61.37
3054,2017-10-22,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4856.83,4298.29,94.68,63.4
8599,2017-10-22,Hydro,44765.42,1138.9,,886.65,1677.5,1498.25,4062.4,9.07,40703.02,28632.82,28346.49,69.64,63.32
6611,2017-10-23,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9377.89,9457.89,37.63,15672.99,8196.03,8032.11,51.25,31.96
3055,2017-10-23,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4849.83,4292.1,94.54,63.31
8589,2017-10-23,Hydro,44765.42,1138.9,,771.65,1741.5,1619.25,4132.4,9.23,40633.02,31354.48,31040.94,76.39,69.34
2016,2017-10-23,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9023,2017-10-23,Thermal_Coal Lignite,193426.5,5569.0,12690.0,4744.0,58258.0,0.0,63002.0,32.57,130424.5,135144.43,122981.43,94.29,63.58
3056,2017-10-24,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4857.29,4298.7,94.69,63.4
9141,2017-10-24,Thermal_Coal Lignite,193426.5,5569.0,12690.0,4954.0,55878.0,0.0,60832.0,31.45,132594.5,140097.41,127488.64,96.15,65.91
2017,2017-10-24,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8584,2017-10-24,Hydro,44765.42,750.9,,742.4,1605.5,1789.75,4137.65,9.24,40627.77,31890.74,31571.83,77.71,70.53
6601,2017-10-24,Thermal_Gas Liquid,25130.88,3472.3,,0.0,80.0,9398.39,9478.39,37.72,15652.49,9622.12,9429.68,60.24,37.52
8576,2017-10-25,Hydro,44765.42,750.9,,742.4,1435.5,1989.25,4167.15,9.31,40598.27,31438.4,31124.02,76.66,69.53
6580,2017-10-25,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9410.39,9490.39,37.82,15605.49,10502.37,10292.32,65.95,41.01
3057,2017-10-25,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4858.5,4299.77,94.71,63.42
2018,2017-10-25,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9014,2017-10-25,Thermal_Coal Lignite,193426.5,5569.0,12690.0,5334.0,57968.0,0.0,63302.0,32.73,130124.5,140256.46,127633.38,98.09,65.99
2019,2017-10-26,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8614,2017-10-26,Hydro,44765.42,788.4,,742.4,1348.0,1880.15,3970.55,8.87,40794.87,31317.98,31004.8,76.0,69.26
6674,2017-10-26,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9135.39,9215.39,36.72,15880.49,9118.38,8936.01,56.27,35.61
3058,2017-10-26,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4861.7,4302.6,94.77,63.46
9051,2017-10-26,Thermal_Coal Lignite,193426.5,5569.0,12690.0,5544.0,56928.0,0.0,62472.0,32.3,130954.5,141425.76,128697.44,98.28,66.54
6606,2017-10-27,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9353.19,9433.19,37.59,15662.69,8656.02,8482.9,54.16,33.8
9183,2017-10-27,Thermal_Coal Lignite,193426.5,4969.0,12690.0,5844.0,54213.0,0.0,60057.0,31.05,133369.5,141533.66,128795.63,96.57,66.59
2020,2017-10-27,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8542,2017-10-27,Hydro,44765.42,788.4,,768.4,1709.0,1836.65,4314.05,9.64,40451.37,29971.36,29671.65,73.35,66.28
3059,2017-10-27,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4860.42,4301.47,94.75,63.44
6570,2017-10-28,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9426.69,9506.69,37.88,15589.19,8371.81,8204.37,52.63,32.69
9110,2017-10-28,Thermal_Coal Lignite,193426.5,4969.0,12690.0,6429.0,54833.0,0.0,61262.0,31.67,132164.5,143326.35,130426.98,98.69,67.43
8497,2017-10-28,Hydro,44765.42,788.4,,768.4,1896.0,1800.65,4465.05,9.97,40300.37,28645.42,28358.97,70.37,63.35
2021,2017-10-28,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3060,2017-10-28,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4863.62,4304.3,94.81,63.49
9056,2017-10-29,Thermal_Coal Lignite,193426.5,4969.0,12690.0,6429.0,55938.0,0.0,62367.0,32.24,131059.5,140500.15,127855.14,97.56,66.1
2022,2017-10-29,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6637,2017-10-29,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9295.69,9375.69,37.36,15720.19,8506.66,8336.53,53.03,33.22
8462,2017-10-29,Hydro,44765.42,788.4,,818.4,1881.0,1857.15,4556.55,10.18,40208.87,28803.98,28515.94,70.92,63.7
3061,2017-10-29,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4830.42,4274.92,94.16,63.05
3062,2017-10-30,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4830.42,4274.92,94.16,63.05
6599,2017-10-30,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9368.19,9448.19,37.65,15647.69,8725.5,8550.99,54.65,34.07
8605,2017-10-30,Hydro,44765.42,788.4,,768.4,1451.0,1798.82,4018.22,8.98,40747.2,28469.05,28184.36,69.17,62.96
9093,2017-10-30,Thermal_Coal Lignite,193426.5,4969.0,12690.0,7204.0,54303.0,0.0,61507.0,31.8,131919.5,140158.05,127543.83,96.68,65.94
2023,2017-10-30,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
2024,2017-10-31,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8577,2017-10-31,Hydro,44765.42,788.4,,883.4,1646.0,1635.65,4165.05,9.3,40600.37,30743.68,30436.24,74.97,67.99
6583,2017-10-31,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9403.79,9483.79,37.79,15612.09,8206.52,8042.39,51.51,32.05
3063,2017-10-31,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4834.62,4278.64,94.24,63.11
9200,2017-10-31,Thermal_Coal Lignite,193426.5,4969.0,12690.0,6394.0,53463.0,0.0,59857.0,30.95,133569.5,142739.9,129893.31,97.25,67.15
3064,2017-11-01,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4855.62,4297.22,94.65,63.38
6639,2017-11-01,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9290.19,9370.19,37.34,15725.69,8684.63,8510.94,54.12,33.91
9020,2017-11-01,Thermal_Coal Lignite,193426.5,4969.0,12690.0,7404.0,55728.0,0.0,63132.0,32.64,130294.5,142059.04,129273.73,99.22,66.83
8532,2017-11-01,Hydro,44765.42,788.4,,883.4,1511.0,1946.15,4340.55,9.7,40424.87,30851.44,30542.93,75.55,68.23
2025,2017-11-01,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8468,2017-11-02,Hydro,44765.42,788.4,,1123.4,1691.0,1730.4,4544.8,10.15,40220.62,31484.95,31170.1,77.5,69.63
9048,2017-11-02,Thermal_Coal Lignite,193426.5,4969.0,12690.0,7404.0,55093.0,0.0,62497.0,32.31,130929.5,140006.02,127405.48,97.31,65.87
6574,2017-11-02,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9422.19,9502.19,37.86,15593.69,8637.5,8464.75,54.28,33.73
2026,2017-11-02,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3065,2017-11-02,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4837.62,4281.29,94.3,63.15
8993,2017-11-03,Thermal_Coal Lignite,193426.5,4969.0,12690.0,7639.0,55953.0,0.0,63592.0,32.88,129834.5,141049.13,128354.71,98.86,66.36
2027,2017-11-03,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
3066,2017-11-03,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4838.62,4282.18,94.32,63.16
6575,2017-11-03,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9422.19,9502.19,37.86,15593.69,8619.36,8446.97,54.17,33.66
8617,2017-11-03,Hydro,44765.42,788.4,,1107.4,1386.0,1457.9,3951.3,8.83,40814.12,27491.93,27217.01,66.69,60.8
2028,2017-11-04,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9004,2017-11-04,Thermal_Coal Lignite,193426.5,4969.0,12690.0,8139.0,55288.0,0.0,63427.0,32.79,129999.5,139355.97,126813.93,97.55,65.56
8660,2017-11-04,Hydro,44765.42,788.4,,1143.4,1421.0,1149.9,3714.3,8.3,41051.12,28034.89,27754.54,67.61,62.0
6576,2017-11-04,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9422.19,9502.19,37.86,15593.69,8084.88,7923.18,50.81,31.57
3067,2017-11-04,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4837.62,4281.29,94.3,63.15
8601,2017-11-05,Hydro,44765.42,788.4,,1013.4,1391.0,1641.9,4046.3,9.04,40719.12,28428.46,28144.18,69.12,62.87
3068,2017-11-05,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4837.62,4281.29,94.3,63.15
9037,2017-11-05,Thermal_Coal Lignite,193426.5,4969.0,12690.0,7929.0,54713.0,0.0,62642.0,32.39,130784.5,136956.63,124630.53,95.29,64.43
2029,2017-11-05,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6553,2017-11-05,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9469.19,9549.19,38.05,15546.69,7959.52,7800.33,50.17,31.08
6497,2017-11-06,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9709.19,9789.19,39.01,15306.69,8904.35,8726.26,57.01,34.77
1891,2017-11-06,Thermal_Diesel,837.63,,,0.0,0.0,16.0,16.0,1.91,821.63,46.05,45.13,5.49,5.39
8625,2017-11-06,Hydro,44765.42,828.4,,1050.9,1531.0,1306.9,3888.8,8.69,40876.62,30638.77,30332.38,74.2,67.76
8890,2017-11-06,Thermal_Coal Lignite,193426.5,4969.0,12690.0,8914.0,57053.0,0.0,65967.0,34.1,127459.5,137733.71,125337.68,98.34,64.8
3069,2017-11-06,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4836.36,4280.18,94.28,63.13
8596,2017-11-07,Hydro,44765.42,828.4,,1050.9,1428.0,1595.4,4074.3,9.1,40691.12,31707.7,31390.62,77.14,70.12
8838,2017-11-07,Thermal_Coal Lignite,193426.5,4969.0,12690.0,9114.0,59000.5,0.0,68114.5,35.21,125312.0,139154.75,126630.82,101.05,65.47
6578,2017-11-07,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9417.89,9497.89,37.85,15597.99,9962.42,9763.17,62.59,38.9
3070,2017-11-07,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4832.78,4277.01,94.21,63.08
1892,2017-11-07,Thermal_Diesel,837.63,,,0.0,0.0,16.0,16.0,1.91,821.63,46.05,45.13,5.49,5.39
8939,2017-11-08,Thermal_Coal Lignite,193426.5,4969.0,12690.0,9235.0,55473.0,0.0,64708.0,33.45,128718.5,134156.0,122081.96,94.84,63.12
3071,2017-11-08,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4612.62,4082.17,89.92,60.21
8572,2017-11-08,Hydro,44765.42,828.4,,1035.9,1378.0,1776.07,4189.97,9.36,40575.45,29525.86,29230.6,72.04,65.3
6537,2017-11-08,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9539.89,9619.89,38.33,15475.99,9919.25,9720.87,62.81,38.73
1893,2017-11-08,Thermal_Diesel,837.63,,,0.0,0.0,16.0,16.0,1.91,821.63,46.05,45.13,5.49,5.39
6547,2017-11-09,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9485.89,9565.89,38.12,15529.99,9890.03,9692.23,62.41,38.62
8563,2017-11-09,Hydro,44922.42,828.4,,1324.4,1518.0,1547.07,4389.47,9.77,40532.95,29175.93,28884.17,71.26,64.3
9169,2017-11-09,Thermal_Coal Lignite,193426.5,4969.0,12690.0,8135.0,52118.0,0.0,60253.0,31.15,133173.5,135257.71,123084.52,92.42,63.63
1894,2017-11-09,Thermal_Diesel,837.63,,,0.0,0.0,16.0,16.0,1.91,821.63,46.05,45.13,5.49,5.39
3072,2017-11-09,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4614.62,4083.94,89.95,60.24
8575,2017-11-10,Hydro,44922.42,828.4,,1324.4,1317.5,1684.4,4326.3,9.63,40596.12,26898.93,26629.94,65.6,59.28
9080,2017-11-10,Thermal_Coal Lignite,193426.5,4969.0,12690.0,8135.0,53603.0,0.0,61738.0,31.92,131688.5,131809.99,119947.09,91.08,62.01
1895,2017-11-10,Thermal_Diesel,837.63,,,0.0,0.0,16.0,16.0,1.91,821.63,46.05,45.13,5.49,5.39
6544,2017-11-10,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9505.89,9585.89,38.2,15509.99,9538.13,9347.37,60.27,37.25
3073,2017-11-10,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4563.62,4038.8,88.96,59.57
1896,2017-11-11,Thermal_Diesel,837.63,,,0.0,0.0,16.0,16.0,1.91,821.63,46.05,45.13,5.49,5.39
8185,2017-11-11,Hydro,44922.42,828.4,,1296.9,1271.0,2951.07,5518.97,12.29,39403.45,26952.14,26682.62,67.72,59.4
6555,2017-11-11,Thermal_Gas Liquid,25095.88,3472.3,,0.0,80.0,9455.89,9535.89,38.0,15559.99,8080.6,7918.99,50.89,31.55
9039,2017-11-11,Thermal_Coal Lignite,193426.5,4969.0,12690.0,8135.0,54498.0,0.0,62633.0,32.38,130793.5,130275.92,118551.09,90.64,61.29
3074,2017-11-11,Nuclear,6780.0,540.0,,1140.0,1100.0,0.0,2240.0,33.04,4540.0,4643.62,4109.6,90.52,60.61
