Country,srcYear,srcMonth,srcCalendarDay,Type of power generation,Monitored capacity,Capacity under long outage,New capacity under stabilization or completion of balance works,Capacity of power generation from Prime Movers (PM),Capacity of power generation from Fuel Oil (FO),Capacity of power generation from other sources,Total capacity of power generation from all sources,Capacity outage as percent of monitered,Operational capacity of power generation,Gross sum of maximum power generated,Net sum of maximum power generated,Maximum power output as percentage of capacity on line,Percentage of monitered maximum power output,YearCode,Year,MonthCode,Month,DayCode,CalendarDay
India,2020,Jun-2020,18-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200618,2020-06-18
India,2020,Jun-2020,18-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5291.95,4683.38,88.37,69.08,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200618,2020-06-18
India,2020,Jun-2020,18-Jun-2020,Hydro,45699.22,2810.45,,2693.7,1617.4,4609.75,8920.85,19.52,36778.37,31443.1,31128.67,84.64,68.12,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200618,2020-06-18
India,2020,Jun-2020,18-Jun-2020,Thermal_Coal Lignite,205392.5,8375,3550,1676.5,70025,4910,76611.5,37.3,128781,124545.58,113336.48,88.01,55.18,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200618,2020-06-18
India,2020,Jun-2020,19-Jun-2020,Thermal_Gas Liquid,24937.01,9000.2,,0,2969.28,10972.1,13941.39,55.91,10995.62,9223.39,9038.92,82.2,36.25,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200619,2020-06-19
India,2020,Jun-2020,19-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200619,2020-06-19
India,2020,Jun-2020,19-Jun-2020,Hydro,45699.22,2810.45,,2693.7,1962.4,4896.35,9552.45,20.9,36146.77,30739.85,30432.45,84.19,66.59,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200619,2020-06-19
India,2020,Jun-2020,19-Jun-2020,Thermal_Coal Lignite,205392.5,8165,3550,1676.5,70840,4710,77226.5,37.6,128166,125178.96,113912.86,88.88,55.46,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200619,2020-06-19
India,2020,Jun-2020,19-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5291.45,4682.93,88.36,69.07,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200619,2020-06-19
India,2020,Jun-2020,20-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5293.36,4684.62,88.39,69.09,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200620,2020-06-20
India,2020,Jun-2020,20-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200620,2020-06-20
India,2020,Jun-2020,20-Jun-2020,Thermal_Coal Lignite,205392.5,8165,3550,2756.5,68255,4710,75721.5,36.87,129671,124889.71,113649.64,87.64,55.33,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200620,2020-06-20
India,2020,Jun-2020,20-Jun-2020,Thermal_Gas Liquid,24937.01,9000.2,,0,2969.28,10972.1,13941.39,55.91,10995.62,9239.58,9054.79,82.35,36.31,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200620,2020-06-20
India,2020,Jun-2020,20-Jun-2020,Hydro,45699.22,2810.45,,2443.7,1689.4,3664.55,7797.65,17.06,37901.57,30727.78,30420.5,80.26,66.57,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200620,2020-06-20
India,2020,Jun-2020,21-Jun-2020,Thermal_Coal Lignite,205392.5,8165,3550,2806.5,70390,4920,78116.5,38.03,127276,124034.81,112871.68,88.68,54.95,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200621,2020-06-21
India,2020,Jun-2020,21-Jun-2020,Hydro,45699.22,2810.45,,2443.7,1879.4,3782.35,8105.45,17.74,37593.77,32389.66,32065.76,85.3,70.17,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200621,2020-06-21
India,2020,Jun-2020,21-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5293.79,4685,88.4,69.1,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200621,2020-06-21
India,2020,Jun-2020,21-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,0,3198.28,10688.6,13886.89,55.69,11050.12,10354.22,10147.14,91.83,40.69,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200621,2020-06-21
India,2020,Jun-2020,21-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200621,2020-06-21
India,2020,Jun-2020,22-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5272.28,4665.97,88.04,68.82,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200622,2020-06-22
India,2020,Jun-2020,22-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200622,2020-06-22
India,2020,Jun-2020,22-Jun-2020,Hydro,45699.22,2810.45,,2443.7,2389.4,3877.95,8711.05,19.06,36988.17,31402.81,31088.78,84.05,68.03,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200622,2020-06-22
India,2020,Jun-2020,22-Jun-2020,Thermal_Coal Lignite,205392.5,8165,3550,2806.5,71895,4920,79621.5,38.77,125771,122127.37,111135.9,88.36,54.11,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200622,2020-06-22
India,2020,Jun-2020,22-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,0,3198.28,10688.61,13886.89,55.69,11050.12,8975.4,8795.89,79.6,35.27,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200622,2020-06-22
India,2020,Jun-2020,23-Jun-2020,Thermal_Coal Lignite,205392.5,8165,3550,3016.5,72180,4170,79366.5,38.64,126026,126682.67,115281.23,91.47,56.13,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200623,2020-06-23
India,2020,Jun-2020,23-Jun-2020,Hydro,45699.22,2810.45,,2608.7,1800.4,4645.55,9054.65,19.81,36644.57,32256.76,31934.19,87.15,69.88,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200623,2020-06-23
India,2020,Jun-2020,23-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5288.28,4680.13,88.3,69.03,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200623,2020-06-23
India,2020,Jun-2020,23-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,0,3198.28,11148.41,14346.69,57.53,10590.32,8583.48,8411.81,79.43,33.73,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200623,2020-06-23
India,2020,Jun-2020,23-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200623,2020-06-23
India,2020,Jun-2020,24-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5358.5,4742.27,89.48,69.95,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200624,2020-06-24
India,2020,Jun-2020,24-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200624,2020-06-24
India,2020,Jun-2020,24-Jun-2020,Hydro,45699.22,2810.45,,2658.7,1929.4,4477.75,9065.85,19.84,36633.37,31967.27,31647.6,86.39,69.25,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200624,2020-06-24
India,2020,Jun-2020,24-Jun-2020,Thermal_Coal Lignite,205392.5,8165,3550,3016.5,72205,4770,79991.5,38.95,125401,125794.44,114472.94,91.29,55.73,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200624,2020-06-24
India,2020,Jun-2020,24-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,0,3198.28,11098.57,14296.85,57.33,10640.16,8500.91,8330.89,78.3,33.41,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200624,2020-06-24
India,2020,Jun-2020,25-Jun-2020,Thermal_Coal Lignite,205392.5,7365,3550,3016.5,69405,4110,76531.5,37.26,128861,128612.64,117037.5,90.82,56.98,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200625,2020-06-25
India,2020,Jun-2020,25-Jun-2020,Hydro,45699.22,2810.45,,2608.7,1926,4705.35,9240.05,20.22,36459.17,31462.35,31147.73,85.43,68.16,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200625,2020-06-25
India,2020,Jun-2020,25-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5309.27,4698.7,88.65,69.3,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200625,2020-06-25
India,2020,Jun-2020,25-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,0,3198.28,11158.26,14356.54,57.57,10580.47,9165,8981.7,84.89,36.02,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200625,2020-06-25
India,2020,Jun-2020,25-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200625,2020-06-25
India,2020,Jun-2020,26-Jun-2020,Hydro,45699.22,2810.45,,2608.7,1829.67,4578.55,9016.92,19.73,36682.3,31188.96,30877.07,84.17,67.57,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200626,2020-06-26
India,2020,Jun-2020,26-Jun-2020,Thermal_Coal Lignite,205392.5,7365,3550,3016.5,67520,4030,74566.5,36.3,130826,130820.43,119046.59,91,57.96,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200626,2020-06-26
India,2020,Jun-2020,26-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,0,3198.28,11209.26,14407.54,57.78,10529.47,9221.01,9036.59,85.82,36.24,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200626,2020-06-26
India,2020,Jun-2020,26-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200626,2020-06-26
India,2020,Jun-2020,26-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5269.73,4663.71,87.99,68.79,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200626,2020-06-26
India,2020,Jun-2020,27-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200627,2020-06-27
India,2020,Jun-2020,27-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,0,3228.18,11074.66,14302.83,57.36,10634.18,8854.43,8677.34,81.6,34.8,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200627,2020-06-27
India,2020,Jun-2020,27-Jun-2020,Thermal_Coal Lignite,205392.5,7365,3550,3226.5,67315,3970,74511.5,36.28,130881,132231.94,120331.07,91.94,58.59,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200627,2020-06-27
India,2020,Jun-2020,27-Jun-2020,Hydro,45699.22,2810.45,,2632.9,1820.8,4448.55,8902.25,19.48,36796.97,31235.69,30923.33,84.04,67.67,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200627,2020-06-27
India,2020,Jun-2020,27-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5282.35,4674.88,88.21,68.95,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200627,2020-06-27
India,2020,Jun-2020,28-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,0,3233.88,11005.01,14238.89,57.1,10698.12,8560.75,8389.53,78.42,33.64,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200628,2020-06-28
India,2020,Jun-2020,28-Jun-2020,Thermal_Coal Lignite,205392.5,7365,3550,3226.5,68925,3970,76121.5,37.06,129271,130136.3,118424.03,91.61,57.66,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200628,2020-06-28
India,2020,Jun-2020,28-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200628,2020-06-28
India,2020,Jun-2020,28-Jun-2020,Hydro,45699.22,2810.45,,2608.7,1739.4,4589.55,8937.65,19.56,36761.57,31485.92,31171.06,84.79,68.21,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200628,2020-06-28
India,2020,Jun-2020,28-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5280.24,4673.01,88.17,68.92,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200628,2020-06-28
India,2020,Jun-2020,29-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,9.96,3323.07,10984.01,14317.04,57.41,10619.97,9207.33,9023.18,84.96,36.18,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200629,2020-06-29
India,2020,Jun-2020,29-Jun-2020,Nuclear,6780,320,,1160,320,0,1480,21.83,5300,5305.07,4694.99,88.58,69.25,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200629,2020-06-29
India,2020,Jun-2020,29-Jun-2020,Thermal_Coal Lignite,205392.5,7365,3550,3226.5,68969,3300,75495.5,36.76,129897,133943.8,121888.86,93.84,59.34,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200629,2020-06-29
India,2020,Jun-2020,29-Jun-2020,Hydro,45699.22,2810.45,,2243.7,2569.4,4279.35,9092.45,19.9,36606.77,31596.57,31280.6,85.45,68.45,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200629,2020-06-29
India,2020,Jun-2020,29-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200629,2020-06-29
India,2020,Jun-2020,30-Jun-2020,Thermal_Coal Lignite,205392.5,7365,3550,3226.5,66694,3380,73300.5,35.69,132092,132689.64,120747.57,91.41,58.79,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200630,2020-06-30
India,2020,Jun-2020,30-Jun-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200630,2020-06-30
India,2020,Jun-2020,30-Jun-2020,Thermal_Gas Liquid,24937.01,9250.2,,9.96,3287.47,10633.01,13930.44,55.86,11006.57,9161.67,8978.44,81.57,36,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200630,2020-06-30
India,2020,Jun-2020,30-Jun-2020,Hydro,45699.22,2810.45,,2393.7,1779.4,4464.55,8637.65,18.9,37061.57,31600.63,31284.62,84.41,68.46,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200630,2020-06-30
India,2020,Jun-2020,30-Jun-2020,Nuclear,6780,320,,1160,540,0,1700,25.07,5080,5297.97,4688.7,92.3,69.15,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",20200630,2020-06-30
India,2020,Jul-2020,01-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4909.78,4345.16,89.04,64.09,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200701,2020-07-01
India,2020,Jul-2020,01-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200701,2020-07-01
India,2020,Jul-2020,01-Jul-2020,Hydro,45699.22,2810.45,,2328.7,1739.4,4367.25,8435.35,18.46,37263.87,32245.03,31922.58,85.67,69.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200701,2020-07-01
India,2020,Jul-2020,01-Jul-2020,Thermal_Coal Lignite,205392.5,7230,3550,3794,66581.5,3580,73955.5,36.01,131437,133634.92,121607.78,92.52,59.21,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200701,2020-07-01
India,2020,Jul-2020,01-Jul-2020,Thermal_Gas Liquid,24937.01,9250.2,,9.96,3253.44,10619.01,13882.41,55.67,11054.6,9027.34,8846.79,80.03,35.48,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200701,2020-07-01
India,2020,Jul-2020,02-Jul-2020,Thermal_Coal Lignite,205392.5,7230,3550,3794,67081.5,3580,74455.5,36.25,130937,132916.22,120953.76,92.38,58.89,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200702,2020-07-02
India,2020,Jul-2020,02-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4906.5,4342.25,88.98,64.05,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200702,2020-07-02
India,2020,Jul-2020,02-Jul-2020,Hydro,45699.22,2810.45,,2405.7,1679.4,4819.65,8904.75,19.49,36794.47,31114.61,30803.46,83.72,67.4,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200702,2020-07-02
India,2020,Jul-2020,02-Jul-2020,Thermal_Gas Liquid,24937.01,9250.2,,63.97,3221.47,10586.01,13871.44,55.63,11065.57,8643.93,8471.05,76.55,33.97,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200702,2020-07-02
India,2020,Jul-2020,02-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200702,2020-07-02
India,2020,Jul-2020,03-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4910.59,4345.87,89.05,64.1,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200703,2020-07-03
India,2020,Jul-2020,03-Jul-2020,Thermal_Gas Liquid,24937.01,9250.2,,63.97,3377.57,10586.01,14027.54,56.25,10909.47,8950.97,8771.95,80.41,35.18,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200703,2020-07-03
India,2020,Jul-2020,03-Jul-2020,Thermal_Coal Lignite,205392.5,7230,3550,3794,68931.5,3580,76305.5,37.15,129087,130722.21,118957.21,92.15,57.92,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200703,2020-07-03
India,2020,Jul-2020,03-Jul-2020,Hydro,45699.22,2810.45,,2523.7,1716.9,4602.05,8842.65,19.35,36856.57,31210.68,30898.57,83.83,67.61,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200703,2020-07-03
India,2020,Jul-2020,03-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200703,2020-07-03
India,2020,Jul-2020,04-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4917.8,4352.25,89.19,64.19,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200704,2020-07-04
India,2020,Jul-2020,04-Jul-2020,Thermal_Coal Lignite,205392.5,7230,3550,3584,70011.5,3580,77175.5,37.57,128217,130665.51,118905.61,92.74,57.89,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200704,2020-07-04
India,2020,Jul-2020,04-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200704,2020-07-04
India,2020,Jul-2020,04-Jul-2020,Thermal_Gas Liquid,24937.01,9261.2,,63.97,3218.84,10586.01,13868.81,55.62,11068.2,9386.62,9198.89,83.11,36.89,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200704,2020-07-04
India,2020,Jul-2020,04-Jul-2020,Hydro,45699.22,2810.45,,2283.7,1716.9,4742.55,8743.15,19.13,36956.07,31070.32,30759.62,83.23,67.31,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200704,2020-07-04
India,2020,Jul-2020,05-Jul-2020,Thermal_Coal Lignite,205392.5,7230,3550,3584,73346.5,3580,80510.5,39.2,124882,129187.12,117560.28,94.14,57.24,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200705,2020-07-05
India,2020,Jul-2020,05-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4925.52,4359.09,89.33,64.29,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200705,2020-07-05
India,2020,Jul-2020,05-Jul-2020,Hydro,45699.22,2810.45,,2283.7,1679.4,5133.25,9096.35,19.9,36602.87,30187.07,29885.2,81.65,65.4,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200705,2020-07-05
India,2020,Jul-2020,05-Jul-2020,Thermal_Gas Liquid,24937.01,9261.2,,96.97,3347.05,10704.66,14148.67,56.74,10788.34,9335.45,9148.74,84.8,36.69,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200705,2020-07-05
India,2020,Jul-2020,05-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200705,2020-07-05
India,2020,Jul-2020,06-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200706,2020-07-06
India,2020,Jul-2020,06-Jul-2020,Thermal_Gas Liquid,24937.01,9261.2,,63.97,3081.08,10616.87,13761.92,55.19,11175.09,9548.12,9357.16,83.73,37.52,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200706,2020-07-06
India,2020,Jul-2020,06-Jul-2020,Thermal_Coal Lignite,205392.5,7230,3550,3794,73761.5,3230,80785.5,39.33,124607,125192.82,113925.46,91.43,55.47,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200706,2020-07-06
India,2020,Jul-2020,06-Jul-2020,Hydro,45699.22,2810.45,,2360.7,1729.4,4494.25,8584.35,18.78,37114.87,30613.04,30306.91,81.66,66.32,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200706,2020-07-06
India,2020,Jul-2020,06-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4944.61,4375.98,89.67,64.54,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200706,2020-07-06
India,2020,Jul-2020,07-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200707,2020-07-07
India,2020,Jul-2020,07-Jul-2020,Hydro,45699.22,2810.45,,2448.2,1729.4,4380.45,8558.05,18.73,37141.17,31004.57,30694.52,82.64,67.17,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200707,2020-07-07
India,2020,Jul-2020,07-Jul-2020,Thermal_Coal Lignite,205392.5,7230,3550,3794,74897.5,3230,81921.5,39.89,123471,126012.5,114671.37,92.87,55.83,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200707,2020-07-07
India,2020,Jul-2020,07-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4926.98,4360.38,89.35,64.31,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200707,2020-07-07
India,2020,Jul-2020,07-Jul-2020,Thermal_Gas Liquid,24937.01,9261.2,,63.97,3091.05,10657.8,13812.81,55.39,11124.19,9380.46,9192.85,82.64,36.86,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200707,2020-07-07
India,2020,Jul-2020,08-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200708,2020-07-08
India,2020,Jul-2020,08-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4973.62,4401.65,90.2,64.92,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200708,2020-07-08
India,2020,Jul-2020,08-Jul-2020,Thermal_Gas Liquid,24937.01,9261.2,,63.97,3238.35,10711.23,14013.54,56.2,10923.46,9193.6,9009.73,82.48,36.13,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200708,2020-07-08
India,2020,Jul-2020,08-Jul-2020,Thermal_Coal Lignite,205392.5,7230,3550,3794,73567.5,3665,81026.5,39.45,124366,127134.75,115692.63,93.03,56.33,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200708,2020-07-08
India,2020,Jul-2020,08-Jul-2020,Hydro,45699.22,2810.45,,2401.2,2011.4,4442.05,8854.65,19.38,36844.57,31418.49,31104.31,84.42,68.06,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200708,2020-07-08
India,2020,Jul-2020,09-Jul-2020,Hydro,45699.22,2810.45,,2336.2,1824.4,4393.05,8553.65,18.72,37145.57,31721.9,31404.68,84.54,68.72,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200709,2020-07-09
India,2020,Jul-2020,09-Jul-2020,Thermal_Coal Lignite,205192.5,7230,3550,3794,73287.5,3665,80746.5,39.35,124446,127687.93,116196.02,93.37,56.63,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200709,2020-07-09
India,2020,Jul-2020,09-Jul-2020,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200709,2020-07-09
India,2020,Jul-2020,09-Jul-2020,Thermal_Gas Liquid,24937.01,9261.2,,63.97,3201.35,10744.27,14009.58,56.18,10927.43,9344.49,9157.6,83.8,36.72,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200709,2020-07-09
India,2020,Jul-2020,09-Jul-2020,Nuclear,6780,320,,1160,740,0,1900,28.02,4880,4907.67,4343.29,89,64.06,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200709,2020-07-09
India,2020,Jul-2020,10-Jul-2020,Thermal_Gas Liquid,24937.01,9261.2,,63.97,3191.38,10539.15,13794.49,55.32,11142.51,9574.36,9382.87,84.21,37.63,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",20200710,2020-07-10
